Instance;" ""JobAmount""";" ""MachineAmount""";" ""MinTaskAmount""";" ""MinTaskTime""";" ""MaxTaskTime""";Solver;" ""CoolingFactor""";" ""Iterations""";" ""Neighborhood""";" ""PriorityRule""";" ""RunTime""";" ""SeedValue""";Makespan
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.6132447;1854746158;2676
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.5411680;1070450222;2522
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.5578308;1647830852;2479
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.5476838;1040832775;2545
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.3942709;652409308;464
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.3909024;1331550697;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.3039559;1044843187;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.4605793;1192048465;472
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.3488297;817298064;343
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:07.5783376;1525131905;2791
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:07.6925998;530098873;2800
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:08.0277791;1182202979;2733
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:07.7242474;289760184;2799
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:07.7037869;2072410817;2997
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.6559489;1349353069;720
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.6052201;1872660822;657
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.6275612;969461385;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.6753211;1031246715;738
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,8;2500;N3;LTT;00:00:00.6118398;1533402563;623
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.3235275;765107866;924
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.2400258;995378946;858
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.0765614;115067147;921
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.1630765;2012216311;886
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.2809963;1480198426;1014
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.7183295;1270307364;1231
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.7365801;1515690032;1195
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.6923915;303206042;1160
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.8637765;819642247;1308
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.6242902;756907717;1143
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.1206221;12335434;1227
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.1684983;1463670187;1274
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.1866523;1411829543;1315
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.0845286;1511174453;1199
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:01.9188569;581308326;1297
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.9218447;1557410492;1627
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:03.0590075;2052184919;1571
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.9624290;103689533;1611
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:02.7239768;514137138;1460
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:03.0848557;1287597875;1556
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:05.0851049;48220310;2030
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:05.5297654;1617710236;2155
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:05.0183329;32318145;2102
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:05.0882490;700315832;2040
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:05.1664198;712674454;2031
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.9193561;927626139;2531
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.9790544;650957840;2633
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.8196500;1972132939;2554
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.9060042;19844225;2531
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:07.0600882;1837911288;2527
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.5662739;30906523;2396
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.5544116;1187697294;2556
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.3271827;1175460091;2551
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.2860828;185155458;2369
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,8;2500;N3;LTT;00:00:06.3621362;2000287016;2392
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,8;5000;N3;LTT;00:00:00.7131793;1036437594;466
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,8;5000;N3;LTT;00:00:00.8446433;292067111;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:00.6023065;1618482707;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,8;5000;N3;LTT;00:00:00.8498275;2037475819;472
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:00.7079180;1855294664;343
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:14.8702457;1366822415;2583
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:14.9696627;303311595;2825
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:15.1906524;157281619;2597
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:14.7163944;348824951;2611
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:15.3714374;769518278;2847
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:01.3415580;1175228641;721
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,8;5000;N3;LTT;00:00:01.2503475;1990394176;657
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,8;5000;N3;LTT;00:00:01.2825829;936017626;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,8;5000;N3;LTT;00:00:01.2486448;1000192596;747
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,8;5000;N3;LTT;00:00:01.1303543;10292982;623
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:02.4291017;1904175708;913
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:02.4094128;783823767;826
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:02.0381155;1159048400;892
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,8;5000;N3;LTT;00:00:02.2913183;93759995;841
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:02.5138216;1869471731;1044
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.5496565;660511618;1152
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.5654090;793919366;1124
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.5179798;892066660;1174
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.8044546;308382576;1328
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.2958943;1304516118;1172
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.8843026;800382917;1222
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,8;5000;N3;LTT;00:00:04.8748240;940708575;1268
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:04.1740343;88369949;1190
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:03.8839972;519930286;1267
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:05.7116249;1240670143;1618
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:05.7991241;569717085;1499
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:05.6196068;584016360;1523
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:05.3670798;1904746404;1429
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:05.6897222;114244083;1532
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:10.0901134;1716018759;2055
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:10.4918714;643600402;2086
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:10.1641577;1300434758;2030
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:10.0159302;691068551;1924
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:09.8712610;1170143789;2028
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:13.1764851;1085187678;2429
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:13.6046808;1347132198;2518
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:13.2797790;731776831;2617
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:13.5037649;1234786589;2525
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:13.8491000;1408559540;2439
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:12.8473313;196018070;2327
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:13.2122167;1266168895;2538
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:12.3477058;632895116;2325
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:12.7049903;548927359;2259
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,8;5000;N3;LTT;00:00:12.7312472;777228741;2369
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.3352897;2137893489;464
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.3495942;294041918;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.2493217;1384183996;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.4014718;523670251;476
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.3207935;1331548042;320
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:06.2705375;1855635791;2750
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:06.5505951;1887767512;2864
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:06.3437450;1417119206;2849
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:06.2245878;851899058;2736
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:06.2704948;2124043920;3023
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.5638851;1117712887;725
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.4861736;1821845022;662
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.4936277;2112179384;519
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.5384883;586079637;738
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,9;1000;N3;LTT;00:00:00.5164457;458908226;620
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.1223496;1853266886;907
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.0285887;743359323;847
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.0840514;1829404246;887
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.0146206;690675729;838
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.0847249;376663727;1025
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.4178953;1555608449;1162
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.4663022;1374251066;1162
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.4247934;1473323940;1180
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.6464387;1449536427;1306
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.4252859;1772809449;1106
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.6493088;77355528;1256
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.6174532;1150295157;1222
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.6452961;304839180;1263
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.6895803;357532756;1220
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:01.7220984;11887353;1297
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:02.4433169;389934379;1665
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:02.3466484;2059249696;1582
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:02.2733982;1045459970;1524
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:02.2037532;1684995010;1368
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:02.3909756;155577091;1530
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:04.6536535;1253129141;2122
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:04.4547342;2090340329;2024
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:04.2235780;424082382;2056
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.8490383;1309581638;2466
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.7111806;1997862450;2515
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.5947531;1558090620;2529
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.9045082;1859464570;2464
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.8707034;1740914002;2498
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.3308929;1705287422;2427
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.5127222;2144200147;2493
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.3766303;699172023;2467
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.2419769;2057458304;2340
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,9;1000;N3;LTT;00:00:05.4462513;161631627;2474
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,9;2500;N3;LTT;00:00:00.8244695;838904244;464
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,9;2500;N3;LTT;00:00:00.7883620;785470203;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:00.5984028;1574323983;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,9;2500;N3;LTT;00:00:00.8798692;1657955720;472
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:00.6889425;436219127;320
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:15.5146270;21809029;2731
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:15.5842241;260358411;2755
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:15.7547697;672967513;2635
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:16.0225445;1455625181;2640
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:15.7145640;455573935;2738
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:01.3516878;531310128;720
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,9;2500;N3;LTT;00:00:01.2073244;475667594;657
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,9;2500;N3;LTT;00:00:01.2202599;1440684631;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,9;2500;N3;LTT;00:00:01.3033060;1005974625;737
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,9;2500;N3;LTT;00:00:01.3341487;2055154127;623
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:02.5203810;1270069663;910
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:02.7516563;1777554729;819
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:02.1238538;1812398305;876
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,9;2500;N3;LTT;00:00:02.3404102;736067325;867
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:02.6986377;573509914;1065
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:03.7135164;1620198222;1163
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:03.4690350;1232038917;1172
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:03.5507644;1375860742;1227
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:03.9908701;1295888304;1267
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:03.3905975;251573698;1133
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:04.7171058;440271408;1264
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,9;2500;N3;LTT;00:00:04.2644180;2112072783;1265
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:04.2339041;1191290910;1276
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:04.4178993;1085185321;1229
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:04.2561693;1815768252;1276
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:05.8844817;2035815108;1515
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:06.0234142;587223317;1561
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:05.9658849;1369105763;1517
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:05.8998539;373340432;1383
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:05.9197434;449059974;1534
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:10.3873866;1380824805;1990
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:11.4506573;2006260154;2027
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:10.7236665;1539780491;2027
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:10.2734836;756920602;1929
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,9;2500;N3;LTT;00:00:10.7391464;1079790925;1963
