Instance;" ""JobAmount""";" ""MachineAmount""";" ""MinTaskAmount""";" ""MinTaskTime""";" ""MaxTaskTime""";Solver;" ""CoolingFactor""";" ""Iterations""";" ""Neighborhood""";" ""PriorityRule""";" ""RunTime""";" ""SeedValue""";Makespan
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:52.3742665;1490483821;2541
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:52.8143054;1794363752;2636
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:50.9029210;2031332941;2507
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:53.1657200;777692649;2459
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:53.2361597;1424240372;2553
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:04.2441322;1933562087;720
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,99;1000;N1;LTT;00:00:03.6996721;1958900047;657
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,99;1000;N1;LTT;00:00:03.6918370;825263888;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,99;1000;N1;LTT;00:00:04.1735238;159119277;734
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,99;1000;N1;LTT;00:00:03.7604445;1591923072;620
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:08.2537949;495437682;849
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:08.0196703;419787466;792
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:06.8025381;97047392;846
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,99;1000;N1;LTT;00:00:07.8418911;1204544648;825
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:08.5237041;40658978;962
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:11.1294692;1462359741;1127
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:11.2181364;1253460673;1128
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:11.0827454;243140679;1118
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:12.7584867;45455712;1221
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:10.6896345;1206891404;1104
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:12.4290931;771825325;1130
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,99;1000;N1;LTT;00:00:13.1321424;254674458;1175
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:12.7205239;1193935709;1232
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:12.8804041;727597907;1172
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:13.0012783;1994017627;1226
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:18.1639013;1256369204;1502
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:18.7687105;67905646;1440
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:19.2434651;334549825;1445
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:17.9569710;780376140;1331
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:18.9058853;1743591168;1471
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:33.9593638;438969115;1937
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:36.0237993;1159793611;1989
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:34.6602413;1978036273;1956
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:33.9047645;880690702;1884
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:33.5906076;1193968600;1915
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:44.2440146;1917248141;2268
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:47.5499106;1473909345;2332
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:45.2134656;1847698968;2397
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:46.3356669;399579954;2327
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:47.4583077;288529510;2282
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:41.9460612;1179522123;2229
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:44.4101196;28993838;2339
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:43.4074726;513955975;2254
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:42.7833374;1600315177;2285
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,99;1000;N1;LTT;00:00:43.2196790;1077177694;2265
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,99;2500;N1;LTT;00:00:05.5669483;1834627692;464
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,99;2500;N1;LTT;00:00:05.8605251;1120667441;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:04.7371434;1633562787;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,99;2500;N1;LTT;00:00:06.1701357;1634214822;472
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:04.6571054;1517145200;320
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:02:11.3884917;312643355;2483
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:02:11.4727822;1900009515;2590
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:02:10.7469470;380928091;2448
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:02:11.1683995;36045587;2419
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:02:13.5150269;82791988;2485
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:09.9985965;1630169220;720
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,99;2500;N1;LTT;00:00:09.0430048;2003313745;657
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,99;2500;N1;LTT;00:00:09.2590898;687507525;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,99;2500;N1;LTT;00:00:10.3884638;2023864940;731
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,99;2500;N1;LTT;00:00:09.6430245;663951501;620
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:19.8382565;728651867;849
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:18.9797971;76007452;786
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:16.6309476;772107411;846
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,99;2500;N1;LTT;00:00:19.3397039;1806083297;825
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:20.6095991;536409065;991
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:26.7983720;1969431056;1128
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:27.6757684;50506045;1119
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:27.6333302;854173620;1129
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:30.1531226;378984515;1222
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:27.4970970;831356276;1076
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:31.0019321;463898908;1140
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,99;2500;N1;LTT;00:00:31.7222742;50630544;1175
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:31.5632996;1689551215;1208
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:32.7008423;1058488108;1169
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:31.3708959;221670889;1208
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:44.8553116;136937172;1487
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:46.6992571;1097204191;1438
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:45.5823381;1283964254;1439
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:45.2403818;1381407672;1318
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:00:47.0568532;748844866;1471
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:24.0459541;169324051;1958
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:30.3782936;1685611459;1996
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:26.2294566;1992931793;1910
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:25.9580310;1142860151;1831
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:24.6431574;1474374281;1917
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:52.8218812;2026629804;2253
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:54.9760840;1918640405;2329
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:52.5715438;593106992;2337
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:55.1393450;1926045628;2353
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:58.5377457;19468955;2268
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:46.2167419;312745035;2179
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:51.5238566;513102369;2269
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:49.6395520;863951153;2175
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:45.9512757;104757173;2190
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,99;2500;N1;LTT;00:01:48.9163083;1959879909;2219
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,99;5000;N1;LTT;00:00:11.5771796;1695621172;464
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,99;5000;N1;LTT;00:00:12.1677494;1476832581;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:10.1031315;1372149172;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,99;5000;N1;LTT;00:00:12.9625301;597196362;472
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:09.3243548;1640916137;320
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:04:22.4702354;6404048;2523
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:04:24.9069237;1550143299;2531
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:04:15.2725370;1611858683;2487
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:04:17.6289800;1251504605;2400
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:04:20.2007592;1909073362;2488
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:19.6909136;552607394;720
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,99;5000;N1;LTT;00:00:17.7218850;513131876;657
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,99;5000;N1;LTT;00:00:18.4992508;1373882305;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,99;5000;N1;LTT;00:00:20.4723769;1054493834;733
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,99;5000;N1;LTT;00:00:18.8427107;1732183952;620
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:39.4028888;1039097140;851
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:37.8208750;1870140908;786
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:32.8772944;1511458989;846
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,99;5000;N1;LTT;00:00:38.8833259;1493095912;825
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:40.5767407;1063112656;962
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:53.9988954;597001212;1121
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:55.2631320;1392536134;1107
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:53.7234900;1187380640;1116
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:59.7995376;1749724506;1233
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:00:54.3354272;1921742164;1063
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:02.9964947;848947061;1130
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,99;5000;N1;LTT;00:01:02.8964394;1583091220;1172
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:00.8657171;1355381518;1208
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:03.0649661;883306884;1155
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:01.5793269;1896287402;1208
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:29.0154133;2045100426;1488
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:33.1593427;147615561;1409
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:32.4287312;1572394587;1396
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:28.3073870;624358933;1341
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:01:33.0102965;882924243;1470
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:02:47.7029153;755364042;1911
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:00.7913147;1944143314;1971
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:02:49.4525357;1131117628;1881
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:02:51.3605776;353399505;1848
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:02:50.5597545;604572302;1863
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:42.2204666;132327270;2223
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:52.3561912;558789433;2316
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:46.1386351;1864514655;2324
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:52.2500519;368781926;2305
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:52.8155374;997115796;2257
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:34.3954760;1111207665;2150
../../../Diagramms/Set9\instance1\file.txt;25;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:43.0160178;1088133698;2303
../../../Diagramms/Set9\instance2\file.txt;25;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:32.9442162;891183676;2209
../../../Diagramms/Set9\instance3\file.txt;25;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:31.4945907;1124666701;2176
../../../Diagramms/Set9\instance4\file.txt;25;20;0;0;80;Simulated Annealing;0,99;5000;N1;LTT;00:03:31.4603825;2074276311;2153
../../../Diagramms/Set1\instance0\file.txt;5;5;0;0;77;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.1448651;1997754008;464
../../../Diagramms/Set1\instance1\file.txt;5;5;0;0;79;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.2054709;1254236987;469
../../../Diagramms/Set1\instance2\file.txt;5;5;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.1149817;1674034985;402
../../../Diagramms/Set1\instance3\file.txt;5;5;0;0;68;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.1710413;1677854685;484
../../../Diagramms/Set1\instance4\file.txt;5;5;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.1228562;1715615357;343
../../../Diagramms/Set10\instance0\file.txt;30;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:03.0876158;981071273;2945
../../../Diagramms/Set10\instance1\file.txt;30;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:03.0807827;1511396256;3043
../../../Diagramms/Set10\instance2\file.txt;30;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.9650594;2059944760;2940
../../../Diagramms/Set10\instance3\file.txt;30;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.9855857;464515750;2920
../../../Diagramms/Set10\instance4\file.txt;30;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:03.1237379;2135528500;3146
../../../Diagramms/Set2\instance0\file.txt;10;5;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.2758480;1349488584;755
../../../Diagramms/Set2\instance1\file.txt;10;5;0;0;79;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.2400879;2063490070;660
../../../Diagramms/Set2\instance2\file.txt;10;5;0;0;76;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.2423519;1427283814;501
../../../Diagramms/Set2\instance3\file.txt;10;5;0;0;79;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.2609592;1037172475;735
../../../Diagramms/Set2\instance4\file.txt;10;5;0;0;79;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.2435525;754003709;649
../../../Diagramms/Set3\instance0\file.txt;10;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.5399261;1746152460;907
../../../Diagramms/Set3\instance1\file.txt;10;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.5112396;1936344851;859
../../../Diagramms/Set3\instance2\file.txt;10;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.4167600;255446999;948
../../../Diagramms/Set3\instance3\file.txt;10;10;0;0;77;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.4892693;384576486;882
../../../Diagramms/Set3\instance4\file.txt;10;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.5329502;812990893;1029
../../../Diagramms/Set4\instance0\file.txt;15;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.7244045;470564544;1220
../../../Diagramms/Set4\instance1\file.txt;15;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.7289031;1164333338;1194
../../../Diagramms/Set4\instance2\file.txt;15;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.7458571;2146237205;1243
../../../Diagramms/Set4\instance3\file.txt;15;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.8316962;2099270205;1366
../../../Diagramms/Set4\instance4\file.txt;15;10;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.7827942;774639683;1178
../../../Diagramms/Set5\instance0\file.txt;10;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.8768509;77106776;1287
../../../Diagramms/Set5\instance1\file.txt;10;15;0;0;78;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.8248955;1964037075;1313
../../../Diagramms/Set5\instance2\file.txt;10;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.8375676;292851247;1267
../../../Diagramms/Set5\instance3\file.txt;10;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.8230745;186507735;1224
../../../Diagramms/Set5\instance4\file.txt;10;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:00.9180708;4536518;1399
../../../Diagramms/Set6\instance0\file.txt;15;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:01.0577736;1152029791;1725
../../../Diagramms/Set6\instance1\file.txt;15;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:01.1134613;526755750;1553
../../../Diagramms/Set6\instance2\file.txt;15;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:01.0834183;1654808375;1521
../../../Diagramms/Set6\instance3\file.txt;15;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:01.0996444;298643439;1491
../../../Diagramms/Set6\instance4\file.txt;15;15;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:01.1467967;861216524;1567
../../../Diagramms/Set7\instance0\file.txt;20;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.1431579;736470049;2185
../../../Diagramms/Set7\instance1\file.txt;20;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.2279183;645497851;2166
../../../Diagramms/Set7\instance2\file.txt;20;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.0408967;1133646818;2222
../../../Diagramms/Set7\instance3\file.txt;20;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.0558616;961001897;2183
../../../Diagramms/Set7\instance4\file.txt;20;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:01.9885211;306353488;2162
../../../Diagramms/Set8\instance0\file.txt;20;25;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.7882308;1673865845;2550
../../../Diagramms/Set8\instance1\file.txt;20;25;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.8176510;356108655;2686
../../../Diagramms/Set8\instance2\file.txt;20;25;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.6672935;1198485237;2654
../../../Diagramms/Set8\instance3\file.txt;20;25;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.8340462;196686974;2580
../../../Diagramms/Set8\instance4\file.txt;20;25;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.7944579;483364593;2604
../../../Diagramms/Set9\instance0\file.txt;25;20;0;0;80;Simulated Annealing;0,8;1000;N3;LTT;00:00:02.5600513;602186528;2532
